title,location,experience,skills,company,salary,description,posted_date
Associate Data Engineer- Freshers only,Bengaluru(Koramangala),0-1 yrs,"css, sql server, javascript, ssis, html, python, hadoop, MSBI, Angularjs...",QUAERO 3 (INDIA) PRIVATE LIMITED,  Not disclosed ,Beginner level knowledge on any of the following is required:;Good academic score ( above 6.5 CGPA or 65 ...,30 days ago
Fareportal Hiring :: Data Analyst,Gurgaon,3-8 yrs,"Data Analysis, Data Analytics, excel, sql, vba, Macros",Fareportal India Pvt Ltd.,  Not disclosed ,Working experience in Pricing Team in any e-commerce company will be an added advantage;Working ...,30 days ago
Business Development (inside Sales_ Lead Generation) US Shift,Noida,1-5 yrs,"business development, cold calling, bpo calling, voice process...",Compunnel Technology India Private Limited,"    3,00,000 - 7,00,000 P.A. + Both side Pick/drop + Incent...  ",High sales activity and proven experience managing demand generation programs;Minimum 1 year of ...,19 days ago
Assistant Director - Cloud Architect,Bengaluru,10-18 yrs,"saas, technical architecture, Cloud Architect, Azure Architect...",EYGBS (INDIA) LLP,  Not disclosed ,Experience with resilient and highly available mission critical technology components;Experience with ...,17 days ago
Senior Business Development Executive,Hyderabad,4-6 yrs,"Business Development, Inside Sales, International Business Development, New...",NUNC Systems Pvt. Ltd.,"    4,00,000 - 7,00,000 P.A. Very Attractive Performance In...  ",Candidate should be good at developing sales goals and also ensure that they are met;The right candidate ...,18 days ago
Drug Safety Experts for Product Information Writing,Mumbai(Marol),4-9 yrs,"pharmacovigilance, drug safety, pharmaceutical data analyst...",S.M.College of Memory,"    4,00,000 - 7,00,000 P.A. All employee benefits & perks ...  ",Management and coordination of good quality Product Information documents such as company core data ...,22 days ago
Inside Sales Managers/ Executive |  Financial Sales Background,Delhi NCR,4-9 yrs,"Business Analysis, Management Consulting, Private Equity, Finance, Strategy...",Boston Analytics ( A Division of Pythhos Technology Pvt. Ltd. ),  Not disclosed , Boston Analytics  is looking for  InSide Sales Managers/ Executives preferably from Financial ...,26 days ago
City Transport Head - Hyderabad,Hyderabad,3-8 yrs,"logistics, Vendor Management, Fleet Management, Vehicle Management, Vehicle...",Ninjacart,"    8,00,000 - 15,00,000 P.A.  ","Has good business acumen, relentless focus, strong prioritization skills, and the ability to multitask ...",25 days ago
Territory Manager - Farmer Sourcing,Chennai,2-5 yrs,"marketing, team training, relationship building, team handling...",Ninjacart,"    3,00,000 - 5,00,000 P.A.  ",Must have a two wheeler and should be ready to work on field;  Tier-I / Tier ...,9 days ago
Urgent Opening for QA with Database Testing,"Pune, Kolkata",6-8 yrs,"cucumber, software testing, selenium, sql queries, java...",Abzooba India Infotech Private Limited,  Not disclosed ,Good communication and decision making ability;Ability to work as an individual with minimum guidance ...,21 days ago
Senior Devops Engineer,Bengaluru,5-10 yrs,"Linux, Puppet, Docker, Bash, GIT, Unix Administration, Devops...",Payjo India Private Limited,"    7,50,000 - 17,50,000 P.A.  ",The founding team brings over 25 years of experience in running several AI & Fintech companies with ...,18 days ago
Lead Front End Developer,Bengaluru,7-10 yrs,"javascript, html5, angularjs, web services, git...",Payjo India Private Limited,"    12,00,000 - 20,00,000 P.A.  ",7+ years of experience in inspiring and leading front-end teams and delivering front-end for complex ...,18 days ago
Senior Software Engineer,Chennai,3-8 yrs,"java, scala, software engineering, agile development...",Socure,"    30,000 - 40,000 P.A. Generous Equity  ",,26 days ago
IT Recruiter - Blr,Bengaluru,3-5 yrs,"it recruitment, it recruiter, recruitment, it staffing, it hiring, software...",Teamlease Servcies limited,"    1,50,000 - 3,25,000 P.A.  "," Hi Looking for a IT Recruiter,  3-4 Years of Experience.  IT IT (Digital & ...",Today
Specialized Analytics Intermediate Analyst,Bengaluru,5-10 yrs,"Analytics, SQL, SAS, Consulting, Oracle, Unix, Operations research, Mining,...",Citibank  N.A,  Not disclosed ,"5 to 12 years of experience in the field of advanced quantitative techniques,  data sciences and large ...",15 days ago
Financial Controller/head of Finance,Chennai,12-18 yrs,"Finance, Financial Control, Accounts Payable, Accounts Receivable...",Tiger Analytics India LLP,  Not disclosed ,4+ years of experience working in a small-to-medium size onshore-offshore consulting services company ...,12 days ago
Business Analyst: Xceedance Gurgaon,Gurgaon,2-5 yrs,"insurance, business analyst",Xceedance Consulting India Pvt. Ltd.,"    4,00,000 - 8,00,000 P.A.  ",Bachelor or Master degree in a computer technology related discipline;Ensure related documents are ...,16 days ago
Web Data Analyst,Mumbai,1-3 yrs,"HTML, Fixed income, Analytical, Data extraction, Data Analyst...",Citibank  N.A,  Not disclosed ,"1- 3 years of relevant experience (using relevant software programs,  programming tools etc.) Skills: ...",17 days ago
Walk-in IT Recruiters [experience: 2 to 4 Years,Hyderabad(Madhapur),2-4 yrs,"technical recruitment, it recruitment, executive resourcing...",UNIFY TECHNOLOGIES PVT LTD,"    3,00,000 - 6,00,000 P.A.  ",- Should have the habit of submitting daily status reports to the management;- Should be excellent at ...,17 days ago
Product Manager,Gurgaon,5-10 yrs,"Sales Engineering, Marketing, Product Strategy, Product Life Cycle...",Boston Analytics ( A Division of Pythhos Technology Pvt. Ltd. ),  Not disclosed ,b) 8-10+ years of total experience;a) 4-5 years of previous experience as a Product Manager (preferably ...,16 days ago
Product Manager (pharma PMT) for Product  Information Documentation,Mumbai(Marol),4-9 yrs,"product information specialist - pharma, pharmacovigilance...",S.M.College of Memory,"    4,00,000 - 7,00,000 P.A. All employee benefits & perks ...  ","Management and coordination of good quality PI documents such as company core data sheets (CCDS), ...",29 days ago
Program Manager,Bengaluru,12-18 yrs,"Project Management, Project Life Cycle, Program Management, Monitoring...",EdGE Networks,  Not disclosed ,- At least 3 to 5 years of exclusive program management experience is Mandatory;- Experience in ...,18 days ago
Technical Program Manager,Bengaluru,9-14 yrs,"Technical Program Manager, program management, project management, Agile...",Tally Solutions Pvt. Ltd,  Not disclosed ,- Deep understanding of project and program management with 3-5 yrs of experience in a fast paced ...,18 days ago
Innoplexus is Hiring for Senior Software Engineer - Visualization,Pune,2-7 yrs,"HTML, CSS, Javascript, Github, GIT, UX, Web Technologies...",Innoplexus Consulting Services Private Limited,"    8,00,000 - 18,00,000 P.A. Salary Not a constraint for t...  ",Strong analytical skills with proven record in working with large datasets preferably numbers and ...,17 days ago
Senior Consultant Data Engineering,Gurgaon,8-13 yrs,"big data, data engineer, big data engineer, senior hadoop developer, python...",McKinsey Knowledge Centre India Pvt Ltd,  Not disclosed ,"We combine business experience, expertise in large-scale data analysis and visualization, and advanced ...",17 days ago
Bigdata Devops Engineer,Bengaluru,3-8 yrs,"devops, Unix, Linux, MySQL, Windows, Apache, Python, Business intelligence,...",McAfee Software (India) Pvt. Ltd,  Not disclosed ,"Minimum of five years experience working with public cloud provides like AWS,  GCP or Azure;5+ years of ...",22 days ago
Python Scripting,Bengaluru,3-6 yrs,"SQL, Python, Analytics, Business process, Outsourcing, HBase, MongoDB...",Accenture,  Not disclosed ,"Job Requirements :  1: Responsibilitiesa: Build the infrastructure required for optimal extraction, ...",22 days ago
Hadoop,Mumbai,2-5 yrs,"Unix, Linux, Monitoring, Business process, Outsourcing, Operations...",Accenture,  Not disclosed ,Job Requirements :  Responsibilities: A:  administer crucial infrastructure to enable our next ...,22 days ago
Senior Software Engineer - Development,Gurgaon,4-9 yrs,"django, javascript, python, css, node.js, html5, sql, nosql, front end...",HR SYNERGY,  Not disclosed ,"Experience with modern back-end languages and frameworks required (GraphQL, Python/Flask/ Django or Node. ...",18 days ago
IT Technology Consultant - Credit Management - JAVA / J2EE Job,Bengaluru,2-6 yrs,"Java, Spring, J2Ee, Struts, Javascript, Design Patterns, Rest, Web Services...",SAP Labs India Pvt. Ltd.,  Not disclosed ,"Proficient in one or more additional programming language such as C++, Python, JavaScript is an ...",22 days ago
IT Technology Consultant - Product Owner Job,Bengaluru,5-8 yrs,"Java, Python, Project Management, Design Patterns, Distribution System...",SAP Labs India Pvt. Ltd.,  Not disclosed ,Good track record of owning product as product owner and having excellent vision towards future product ...,22 days ago
IT Technology Consultant - Ui/web Developer,Bengaluru,4-6 yrs,"Javascript, C, Html5, Bootstrap, Web Development, Java, Rest, C++...",SAP Labs India Pvt. Ltd.,  Not disclosed ,"Experience with test-driven development, continuous integration & delivery;Experience working in an ...",22 days ago
IT Product Architecture Specialist - Services Order Management (SAP CR,Bengaluru,2-4 yrs,"Java, Struts, Spring, Rest, Design Patterns, Javascript, Algorithms, Python...",SAP Labs India Pvt. Ltd.,  Not disclosed ,A successful candidate has at least 2 to 4 years professional work experience in the adoption of ...,22 days ago
Hadoop - Admin,Bengaluru,4-8 yrs,"Hive, Flume, Oozie, Sqoop, Hadoop, Mapreduce, Hdfs, Pig, HBase, Spark...",Allstate Solutions Private Limited,  Not disclosed ,"Good understanding on automation tools (e.g., Puppet, Chef, Ansible);Good understanding on automation ...",22 days ago
Opportunity for Python - Backend Devops with our Client,Hyderabad,4-8 yrs,"Elastic Search, AWS, behavior driven development, Hadoop, Spark...",Anram Solutions Private Limited,  Not disclosed ,4-8 years of experience in Python Development;4-8 years of experience on DevOps activities;We are ...,22 days ago
"Business Development Manager - HSR Layout, Bangalore",Bengaluru,1-4 yrs,"business development management, healthcare, Business Development Manager",Sigtuple Technologies Pvt Ltd.,"    2,00,000 - 5,00,000 P.A.  ","Dear Candidate, We have a Career Opportunity for you in Mirable health (SigTuple ...",22 days ago
Full Stack Developer,Pune(Baner Pashan Link Road+1),3-8 yrs,"SVN, JSON, Rest, GIT, Html5, Software Configuration Management, Cordova...",AUDETEMI TECHNOLOGIES PRIVATE LIMITED,  Not disclosed ,Should be able to understand the code from the open source projects as well as contribute to them ...,22 days ago
Microsoft Advanced Analytics,Bengaluru,5-8 yrs,"Windows, MS SQL, SSIS, Business intelligence, microsoft, SSRS...",Accenture,  Not disclosed ,,23 days ago
Opportunity for Python - Backend Devops with our Client,Hyderabad(Kondapur),3-6 yrs,"devops, python, network protocols, Network Security, Linux, Unix...",Anram Solutions Private Limited,  Not disclosed ,3-6 years of experience in Python Development;2-3 years of experience on DevOps activities;We are ...,23 days ago
Senior Product Manager,Bengaluru,4-6 yrs,"product manager, product management, competitive analysis, market analysis,...",Meesho,  Not disclosed ,- Experience in delivering products utilizing data science/ algorithms and;- 4+ years of prior product ...,23 days ago
Software Architect - SDLC,Bengaluru,8-13 yrs,"System Design, Technical Documentation, Software Architect, SDLC...",Tally Solutions Pvt. Ltd,  Not disclosed ,- 8+ years of Software Development experience and development life cycle;- Good understanding of major ...,23 days ago
Software Developer Engineer - Big Data,Bengaluru,6-10 yrs,"architecture, big data, software development, software solutions...",Tally Solutions Pvt. Ltd,  Not disclosed ,- 6+ years- experience building successful production software system;- A Bachelors degree in Computer ...,23 days ago
Business Development Professional,Pune,4-9 yrs,"sales consulting, business development, advanced analytics, deep learning...",Cognilarity Solutions Pvt Ltd,  Not disclosed ," Objective / Purpose of duty:    Ideal candidates would be from IT, MSBI Analytics, ...",24 days ago
Data Architect,"Bengaluru, Trivandrum, Kochi",15-20 yrs,"Data Architect, PowerShell, Python, Bash, SQL, .NET, Java, PHP, Ruby, PERL,...",EYGBS (INDIA) LLP,  Not disclosed ,Experience with resilient and highly available mission critical technology components;Experience with ...,23 days ago
Solution Architect - Cloud - Assistant Director,"Bengaluru, Kochi, Trivandrum",15-20 yrs,"Azure, O365, Azure Stack, Azure AD, SAML, OAuth, OIDC...",EYGBS (INDIA) LLP,  Not disclosed ,Experience with resilient and highly available mission critical technology components;Experience with ...,23 days ago
Senior Software Engineer - Development,Gurgaon,4-9 yrs,"Django, Javascript, Python, CSS, Node.Js, Html5, SQL, NoSQL, Front End...",HR SYNERGY,  Not disclosed ,"Experience with modern back-end languages and frameworks required (GraphQL, Python/Flask/Django or Node.j ...",23 days ago
Devops Engineer - AI,"Bengaluru, Kochi, Trivandrum",10-12 yrs,"saas, iaas, leadership, cloud, continuous integration, product management...",EYGBS (INDIA) LLP,  Not disclosed ,Experience with resilient and highly available mission critical technology componentsExperience with ...,24 days ago
Full Stack Engineer - Python,Bengaluru,5-10 yrs,"Javascript, Bootstrap, CSS, MySQL, SVG, Html5, MongoDB, Nginx, Github, GIT",Squareroot Consulting Pvt Ltd,  Not disclosed ,"- Experience in developing mobile apps either on iOS or Android;- Experience in data science, cloud, web ...",23 days ago
Front End/ui Engineer - AngularJS,Bengaluru,10-15 yrs,"angularjs, front end, ui, github, cassandra, mongodb, nosql, bitbucket, git...",Squareroot Consulting Pvt Ltd,  Not disclosed ,"We want someone who is passionate about web programming, IoT and startups and has experience building ...",23 days ago
Front End/ui Engineer - AngularJS,Bengaluru,4-9 yrs,"AngularJS, Front End, UI, Github, Cassandra, MongoDB, NoSQL, Bitbucket, Git...",Squareroot Consulting Pvt Ltd,  Not disclosed ,"We want someone who is passionate about web programming, IoT and startups and has experience building ...",23 days ago
Python Backend Developer,"Bengaluru, Chennai",3-8 yrs,"python, linux, database, etl, datawarehousing, data warehouse, dwh, Version...",MANTRA Solutions,  Not disclosed , The Python Backend Developer should have experience in database development on a major database ...,23 days ago
Digital Marketing Manager,Hyderabad,10-14 yrs,"seo, marketing automation, digital marketing, google analytics...",LeoForce Inc,"    12,00,000 - 22,00,000 P.A.  ",If you are fascinated to work in cutting edge technologies to enhance your career LeoForce should be ...,24 days ago
HR Manager / IT Manager / Human Resource,Noida,1-3 yrs,"MS Office Word, Advanced Excel, Excel, Power Point Presentation...",Tidyquant Pvt Ltd,"    2,00,000 - 3,00,000 P.A.  ",*You must be good with numbers and must pay great attention to the details;*Candidate must be an MBA or ...,24 days ago
Senior Back End Developer,Bengaluru,3-8 yrs,"javascript, redis, node.js",Payjo India Private Limited,"    12,00,000 - 22,00,000 P.A.  ",At least 2 years experience working with Node.js;At least 2 years experience with Node and server-side ...,17 days ago
Director - Cyber Security Engineering,Bengaluru,12-18 yrs,"Networking, Cissp, Ddos, Security Monitoring, Ceh, Cyber Security, Ccsp...",VISA CONSOLIDATED SUPPORT SERVICES (INDIA) PVT LTD,  Not disclosed ,High degree of technical complexity and conservancy; familiarity with complex global information ...,25 days ago
"Excellent Opportunity-bangalore for Hadoop, Azure, Big Data, Devops-",Bengaluru,4-7 yrs,"Hadoop, Big Data",HGS International Services Pvt Ltd,"    7,00,000 - 13,00,000 P.A.  ","Database (SQL and NoSQL) and data services experience in Azure (Azure SQL, Document DB, HD Insight, Data ...",25 days ago
Test Architect - Bangalore,Bengaluru,8-13 yrs,"Manual Testing, Automation Testing, Appium, Software Testing...",Philips Lighting India Ltd,  Not disclosed ,"Result-driven, customer-focused, articulate and analytical person with relevant experience in data ...",22 days ago
VP - Software Development,Bengaluru,15-20 yrs,"Python, Yii, MySQL, Javascript, Java, PHP, Html5, Django, Symphony, Redis...",iMind Your Business,  Not disclosed ,- Experience in integrating various social media platforms and APIs from different products;- Strong ...,22 days ago
Senior Software Engineer  - Spark,Hyderabad,6-8 yrs,"spark, web services, web technologies, software engineering, SCALA...",Neustar Data Infotech India Pvt. Ltd,  Not disclosed ,"Commanding knowledge of Linux, expertise in at least one scripting language (Python/Perl/Shell), ...",22 days ago
"Walk-in For IT Recruiter, Senior IT Recruiter, LEAD Recruiter",Hyderabad(Madhapur),3-8 yrs,"technical recruitment, it recruitment, Executive Resourcing...",UNIFY TECHNOLOGIES PVT LTD,  Not disclosed ,- Good experience into end to end IT recruitment including client handling;- Should be able to build ...,25 days ago
Social Media Marketing Manager,Jaipur,2-7 yrs,"Facebook, Youtube, Twitter, Social Media, Google Analytics, Media Strategy,...",Uttam Chand Desraj,  Not disclosed ,Minimum 2-3 years of social media experience;Familiarity with the tech industry is a must;Data science ...,25 days ago
Backend Developer,"Delhi NCR, Mumbai, Delhi",0-2 yrs,"Java, Core Java, Javascript",Collabera,"    2,25,000 - 3,50,000 P.A. Negotiable  ","Must be able to do thorough architectural analysis , identify gaps and rectify by suggesting appropriate ...",26 days ago
Hiring for Traniee Content Writer-0-1yr/gurugram/valuefirst,Gurgaon,0-0 yrs,"Content Writing, Copy Writing, Blogs, Articles, Advertising...",ValueFirst Digital Media Pvt. Ltd,  Not disclosed ,Experience and understanding of the identification and placing of media opportunities (PR and ...,29 days ago
Supply Chain Planning & Design Architect,Bengaluru,6-10 yrs,"Customer service, Project management, Supply chain, Simulation...",Jumbotail Technologies Pvt. Ltd.,  Not disclosed ,,59 days ago
Project Manager,Not specified,5-8 yrs,"Business intelligence, Analytics, NoSQL, Vice President, data science, Data...",Krupa Knowledge Store Pvt Ltd.,  Not disclosed ,,59 days ago
Junior engineers,Not specified,2-6 yrs,"Data mining, Data quality, Mining, Ideas, Business Executive, Interpersonal...",Hashwave Technologies,  Not disclosed ,,59 days ago
Trainee Clin Data Coord - (1807236),Bengaluru,0-1 yrs,"Trainee, IMS, Analytics, Information technology, Healthcare, Social media...",IQVIA,  Not disclosed ,,59 days ago
Senior Software Development Engineer,Mumbai,3-8 yrs,"Python, Software design, Computer science, NoSQL, text analytics...",sciative,  Not disclosed ,,59 days ago
Senior Executive- Analytics,Gurgaon,3-6 yrs,"Digital marketing, Analytics, Auditing, EMEA, Python, Senior Executive...",GroupM Media India Private Ltd.,  Not disclosed ,,59 days ago
Professional Experience Education,Pune,0-2 yrs,"Analytics, Ideas, Research, Marketing Executive, Consulting, CV, Sports...",SG Analytics Pvt Ltd,  Not disclosed ,,59 days ago
Lead Administrator - Non Catalogued,Bengaluru,5-8 yrs,"Python, System administration, Service, Trend analysis, English language...",Wipro InfoTech,  Not disclosed ,,59 days ago
Sr Business Systems Analyst,Bengaluru,2-6 yrs,"Senior Design Engineer, Analytics, Healthcare, Social media, IMS...",IQVIA,  Not disclosed ,,33 days ago
Data Engineer (Data Integration),Bengaluru,2-5 yrs,"Analytics, SQL, Linux, MySQL, data science, Python, Usage, tableau, Ubuntu,...",WeGo,  Not disclosed ,,59 days ago
"Business Director, Offline Activation",Mumbai,7-12 yrs,"Media planning, Digital marketing, Data analysis, Business planning, EMEA...",Essence Digital Limited,  Not disclosed ,,59 days ago
Data Engineer,Bengaluru,1-5 yrs,"Tools, Open source, deep learning, data science, Statistics, devops, Spark,...",Goibibo,  Not disclosed ,,59 days ago
dishq : Data Scientist,Bengaluru,0-4 yrs,"Hadoop, Spark, Big Data, Data Science, Web Technologies, Computer Science...",dishq,  Not disclosed ,,59 days ago
Senior Analytics Manager,Delhi,5-10 yrs,"Digital marketing, EMEA, Data collection, data science...",Essence Digital Limited,  Not disclosed ,,59 days ago
Python / Django Developer,Madurai,2-4 yrs,"Django, Python, Analytics, Monitoring, Front end, Analytical...",Ark Infotec,  Not disclosed ,,59 days ago
Director/VP - Product,Delhi,6-10 yrs,"Market research, Product management, Digital marketing, Analytics...",Visual Website Optimizer,  Not disclosed ,,59 days ago
Business Unit Finance Analyst -,Mumbai,2-5 yrs,"Analytics, Healthcare, Information technology, Social media, IMS...",IQVIA,  Not disclosed ,,36 days ago
VBA Developers,Pune,2-3 yrs,"Project Development, SQL, Excel, VBA, Macros, Visual Studio, Data Science",ncr enterprise naukri sales,  Not disclosed ,,59 days ago
Data Engineer,Bengaluru,1-5 yrs,"Open source, deep learning, data science, Statistics, devops, spark, SCALA",ibibo Group Private Limited,  Not disclosed ,,59 days ago
Business Manager,Mumbai,3-5 yrs,"Digital marketing, Data analysis, Media planning, EMEA, Business Group Head...",Essence Digital Limited,  Not disclosed ,,59 days ago
Data Scientist,not specified,2-5 yrs,"Python, data science, R Programming, big data, Statistics, Data Scientist",WhizKidz Media Pvt Ltd,  Not disclosed ,,59 days ago
Technical Program Manager,Bengaluru,5-7 yrs,"Risk management, Automation, Business Analyst, GCP, PHP, Agile...",Srijan Technologies Pvt. Ltd.,  Not disclosed ,,37 days ago
Project Manager-Data Operations,Bengaluru,6-8 yrs,"Project management, Project delivery, Tracking, Analytics, Analytical...",Yodlee Infotech Private Limited,  Not disclosed ,,59 days ago
Senior Data Scientist,Bengaluru,7-9 yrs,"Presales, Consulting, Stores, SAS, SQL, SPSS, Python, data science...",Nanobi Data And Analytics Pvt Ltd,  Not disclosed ,,59 days ago
Business Analyst for the Pre-Sales/Solutions Team,Bengaluru,4-6 yrs,"Presales, Financial services, Supply chain, Analytical, Analytics...",Nanobi Data And Analytics Pvt Ltd,  Not disclosed ,,59 days ago
Data Scientist,India,0-3 yrs,"Python, SAS, Operations research, Verbal communication, data science...",Tekylabs,  Not disclosed ,,59 days ago
Career Opportunities Principal Data Scientist (103509),Bengaluru,10-15 yrs,"Automation, Algorithms, audio, Image processing, EMI, Graph...",Flipkart,  Not disclosed ,,59 days ago
Sr Data Scientist,Mumbai,15-18 yrs,"Logistics, Automation, Analytics, Doc, Algorithms, data science, large, PDF...",Bigiota Analytics Pvt. Ltd.,  Not disclosed ,,59 days ago
Analytics Director,Delhi,7-10 yrs,"Analytics, SQL, Digital marketing, Python, EMEA, Analytical skills...",Essence Digital Limited,  Not disclosed ,,38 days ago
iOS Developers,Faridabad,1-5 yrs,"Android, Open source, Performance tuning, Sensors, continuous integration...",Tuple Technologies,  Not disclosed ,,59 days ago
Android Developers,Faridabad,1-5 yrs,"Open source, Performance tuning, Android SDK, Sensors, data science...",Tuple Technologies,  Not disclosed ,,59 days ago
Product Manager - Credit Marketplace,Chennai,3-5 yrs,"Market research, Product management, Ideas, Data collection...",Trusting Social,  Not disclosed ,,59 days ago
Software Engineer Architect,Bengaluru,6-12 yrs,"Data structures, Algorithms, Distribution system, Object oriented design...",Trusting Social,  Not disclosed ,,59 days ago
Product Manager- Credit Marketplace,Bengaluru,2-5 yrs,"Credit Manager, Market research, Data collection, Product management, Ideas...",Trusting Social,  Not disclosed ,,59 days ago
Big Data Trainer,Hyderabad,2-7 yrs,"big data, hadoop, bigdata, data science, Visualization, IEX, CMS, Avaya...",ISBA Online,  Not disclosed ,,59 days ago
Applications Devl Spec 2 ,Thane,2-6 yrs,"IMS, Analytics, Information technology, Healthcare, Social media, Usage...",IQVIA,  Not disclosed ,,59 days ago
dishq : Big Data Engineer,Bengaluru,1-4 yrs,"Hadoop, Spark, Big Data, Data Science, Web Technologies, Computer Science...",dishq,  Not disclosed ,,59 days ago
Sr Front End Engineer,Mumbai,1-3 yrs,"MVC, CSS3, Front end, Computer science, UX, Version control, GIT...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
SEO Manager,Mumbai,4-6 yrs,"SEO, Social media, Digital marketing, Mobile marketing, Marketing campaigns...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Inside Sales Executive,Mumbai,3-5 yrs,"CRM, Social media, Inside Sales Executive, Business Executive, Transition...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Content Writer - Freelancer,Mumbai,0-2 yrs,"SEO, Social media, Wordpress, MS Word, B2B, Content strategy, data science,...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Content Writer,Mumbai,1-3 yrs,"SEO, Social media, CMS, Content strategy, Wordpress, PPC...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Head of Training - Operations,Mumbai,7-10 yrs,"Individual Contributor, Training management, Query management, data science...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Manager - People Ecosystem,Mumbai,3-5 yrs,"Strategic partnerships, data science, Networking, Instructor, Training...",GreyAtom EduTech Pvt Ltd,  Not disclosed ,,59 days ago
Clin Data Spec - ,Bengaluru,2-7 yrs,"Healthcare, Information technology, IMS, Data management, Auditing, Usage...",IQVIA,  Not disclosed ,,59 days ago
Data Scientist (Goa) - Nine Stack,"Panjim, goa",10-15 yrs,"CV, Data mining, Manager Quality Assurance, Analysis services...",Nine Stack,  Not disclosed ,,59 days ago
Data Engineer,"Kullu/Manali, Chennai",2-4 yrs,"Data architecture , github , Usage , Statistics , spark ...",RedCarpet,  Not disclosed ,,44 days ago
Big Data Engineer,Gurgaon,3-6 yrs,"SQL, Analytics, Cloud computing, Logistics, HBase, Data warehousing...",BluePi Consulting Pvt Ltd,  Not disclosed ,,59 days ago
Lead Software Engineer,Pune,2-7 yrs,"Lead Software, Supply chain, Ideas, Agile, Prototype, Data analytics...",ecolab,  Not disclosed ,,59 days ago
Product Manager,Bengaluru,6-11 yrs,"Analytics, Data analysis, Analytical, Business Executive, Technical, Usage,...",IQLECT,  Not disclosed ,,59 days ago
Business analysis Vs Business Analytics,Mumbai,2-5 yrs,"Business analysis, Business analytics, Analytics, Email, Ruby...",TECHCANVASS,  Not disclosed ,,59 days ago
Back End Engineer,Mumbai,3-5 yrs,"Python, Data analysis, Data structures, GIT, NoSQL, data science...",Pocket Aces,  Not disclosed ,,59 days ago
Data Scientist,Bengaluru,2-7 yrs,"SQL, Computer science, Python, Performance management, Algorithms...",Boomerang Commerce,  Not disclosed ,,59 days ago
Business Analyst,Hyderabad,1-5 yrs,"SQL, Python, Performance management, cxo, Usage, data science...",Meritus Intelytics Private Limited,  Not disclosed ,,59 days ago
Metadata Architect,Pune,2-6 yrs,"Architect, Analytics, Data management, metadata, Business strategy...",Fresh Gravity,  Not disclosed ,,59 days ago
Automation Test Engg,Gurgaon,2-4 yrs,"Core Java, Selenium, Cloud computing, System design, CV, Test case review...",BluePi Consulting Pvt Ltd,  Not disclosed ,,59 days ago
Big Data Engineer,"Bengaluru, Gurgaon",2-5 yrs,"Python, Analytics, Cloud computing, Logistics, HBase, Data warehousing...",BluePi Consulting Pvt Ltd,  Not disclosed ,,59 days ago
Senior Java Developer,Mumbai,5-10 yrs,"J2Ee, Linux, Debugging, data science, Identity management, Data collection,...",Thinkphi,  Not disclosed ,,59 days ago
LINUX Administrator,not specified,2-5 yrs,"Linux Administrator, Administration, data science, Support",Hathority India Private Limited,  Not disclosed ,,59 days ago
Trainee Clin Data Coord - ,Bengaluru,0-1 yrs,"IMS, Analytics, Information technology, Healthcare, Social media, Usage...",IQVIA,  Not disclosed ,,59 days ago
Data Scientist,Mumbai,3-8 yrs,"Tools, Algorithms, Root cause analysis, Investment banking, Monitor...",Visible Alpha,  Not disclosed ,,59 days ago
Data Scientist (103503),Bengaluru,2-5 yrs,"Automation, Algorithms, audio, Image processing, Graph, data science...",Flipkart,  Not disclosed ,,59 days ago
Principal Data Scientist 2 (103510),Bengaluru,2-5 yrs,"Automation, Algorithms, audio, Image processing, Graph, data science...",Flipkart,  Not disclosed ,,59 days ago
Data Scientist (103502),Bengaluru,10-14 yrs,"Automation, Algorithms, audio, Image processing, EMI, Graph...",Flipkart,  Not disclosed ,,59 days ago
Consultant Unix Infrastructure,Bengaluru,2-5 yrs,"Unix, Python, Service, Consulting, Knowledge management, English language...",Wipro InfoTech,  Not disclosed ,,59 days ago
Data Scientist,Pune,2-5 yrs,"data science, Analytics, Monitoring, Javascript, Analytical...",AgroStar,  Not disclosed ,,59 days ago
Senior Data Scientist,Bengaluru,7-11 yrs,"big data, data science",bangalore enterprise naukri sales,  Not disclosed ,,53 days ago
Senior Consultant - MSG,Delhi,5-8 yrs,"Social media analytics, Analytics, Business analytics, Forecasting...",Kantar Health,  Not disclosed ,,52 days ago
Data Scientist,Bengaluru,5-10 yrs,"SQL, Data analysis, Analytical, Python, data science, spark, hive...",Spiderfocus Solutions,  Not disclosed ,,52 days ago
Senior Software Developer,Mumbai,5-10 yrs,"Algorithms, Coding, Analytics, Backend, Sports, data science, Software...",Vahanalytics,  Not disclosed ,,59 days ago
Analyst - ERP Expert I,Gurgaon,2-4 yrs,"Customer service, SQL, ERP, Automation, Information management, Python...",American Express Company,  Not disclosed ,,54 days ago
India - Recruiting Coordinator,Bengaluru,2-5 yrs,"Recruitment, Administration, Logistics, Project management, Loans...",Tala,  Not disclosed ,,54 days ago
Intern - Business Development,"Hyderabad, Bengaluru, Mumbai, Pune, Chennai, Delhi",0-2 yrs,"Business Development Manager, Intern, Data analytics, Business Executive...",DataTrained,  Not disclosed ,,54 days ago
